case_id,case_name,parcel_count,litigation_cases,compensation_pending_pct,acquisition_stage,ownership_disputes,document_issues,previous_delays_months,notification_age_months,delayed
CASE-1411,Tiruchirappalli Freight Link Phase 2 (Sec 2),126,2,72.8,Award Inquiry (Sec 3G/23),11,2,1.7,22.7,1
CASE-1412,Coimbatore Ring Road Sec Phase 3 (Sec 7),35,0,94.3,Notification (Sec 3A/11),1,2,0.0,1.0,0
CASE-1413,Tiruchirappalli Freight Link Phase 2 (Sec 1),98,2,69.5,Declaration (Sec 3D/19),4,7,0.0,13.3,0
CASE-1414,Tirunelveli Solar Park Access Phase 3 (Sec 7),147,1,79.1,SIA & Objection (Sec 3C/15),11,5,1.9,11.1,0
CASE-1415,Erode Agri-Logistics Zone Phase 2 (Sec 2),15,0,12.9,Compensation Disbursement,0,1,0.0,24.8,0
CASE-1416,Erode Agri-Logistics Zone Phase 3 (Sec 7),61,1,65.5,Compensation Disbursement,1,4,3.2,31.4,0
CASE-1417,Tirunelveli Solar Park Access Phase 2 (Sec 7),42,0,84.4,SIA & Objection (Sec 3C/15),3,4,0.0,4.6,0
CASE-1418,Tirunelveli Solar Park Access Phase 2 (Sec 5),341,9,75.4,SIA & Objection (Sec 3C/15),60,35,5.3,14.1,1
CASE-1419,Hosur IT Expressway Phase 2 (Sec 1),61,1,25.0,Compensation Disbursement,1,6,1.1,28.0,0
CASE-1420,Erode Agri-Logistics Zone Phase 1 (Sec 4),145,6,64.3,Award Inquiry (Sec 3G/23),28,5,13.8,41.8,1
CASE-1421,Salem Bypass Extension Phase 3 (Sec 6),116,0,15.1,Compensation Disbursement,1,8,0.1,26.1,0
CASE-1422,Salem Bypass Extension Phase 2 (Sec 6),15,0,20.3,Compensation Disbursement,0,0,1.8,28.7,0
CASE-1423,SIPCOT Industrial Corridor Phase 3 (Sec 6),101,0,65.4,Award Inquiry (Sec 3G/23),11,8,5.2,26.4,1
CASE-1424,SIPCOT Industrial Corridor Phase 2 (Sec 7),64,1,92.3,Notification (Sec 3A/11),0,10,0.0,1.0,1
CASE-1425,Tiruchirappalli Freight Link Phase 1 (Sec 2),28,0,88.0,SIA & Objection (Sec 3C/15),1,0,2.1,11.0,0
CASE-1426,SIPCOT Industrial Corridor Phase 1 (Sec 6),30,1,62.7,Award Inquiry (Sec 3G/23),0,2,3.0,25.6,1
CASE-1427,Vellore Urban Peripheral Phase 2 (Sec 3),24,0,43.6,Compensation Disbursement,1,4,3.5,30.2,1
CASE-1428,Madurai Logistics Park Phase 3 (Sec 6),103,0,41.4,Declaration (Sec 3D/19),12,4,0.4,14.8,0
CASE-1429,Coimbatore Ring Road Sec Phase 2 (Sec 7),94,0,2.6,Possession (Sec 3E/38),4,1,2.7,37.2,0
CASE-1430,Madurai Logistics Park Phase 1 (Sec 6),66,0,35.1,Award Inquiry (Sec 3G/23),0,4,0.0,19.6,0
CASE-1431,Salem Bypass Extension Phase 3 (Sec 7),32,1,77.4,Notification (Sec 3A/11),1,2,0.0,1.0,0
CASE-1432,Erode Agri-Logistics Zone Phase 2 (Sec 2),105,0,49.2,Declaration (Sec 3D/19),10,13,4.2,20.2,0
CASE-1433,Salem Bypass Extension Phase 3 (Sec 3),58,1,80.8,SIA & Objection (Sec 3C/15),7,8,0.0,7.3,0
CASE-1434,Coimbatore Ring Road Sec Phase 1 (Sec 2),21,1,15.0,Possession (Sec 3E/38),0,0,0.2,32.4,0
CASE-1435,Tirunelveli Solar Park Access Phase 2 (Sec 6),203,2,23.2,Possession (Sec 3E/38),16,24,0.0,29.0,0
CASE-1436,Coimbatore Ring Road Sec Phase 2 (Sec 7),48,1,93.7,SIA & Objection (Sec 3C/15),0,6,0.7,9.0,0
CASE-1437,Coimbatore Ring Road Sec Phase 2 (Sec 4),50,2,70.5,SIA & Objection (Sec 3C/15),1,2,0.0,7.3,0
CASE-1438,Erode Agri-Logistics Zone Phase 3 (Sec 3),50,0,69.3,Award Inquiry (Sec 3G/23),1,0,0.0,18.2,0
CASE-1439,Salem Bypass Extension Phase 1 (Sec 5),274,4,95.4,SIA & Objection (Sec 3C/15),9,12,4.4,16.1,1
CASE-1440,Tirunelveli Solar Park Access Phase 3 (Sec 1),32,1,79.5,Notification (Sec 3A/11),3,1,3.4,9.4,0
CASE-1441,Madurai Logistics Park Phase 2 (Sec 3),31,0,85.0,Notification (Sec 3A/11),1,3,3.1,8.8,0
CASE-1442,Tiruchirappalli Freight Link Phase 1 (Sec 6),48,1,36.4,Declaration (Sec 3D/19),3,2,0.0,10.1,0
CASE-1443,Thoothukudi Port Rail Spur Phase 1 (Sec 4),126,3,48.2,Award Inquiry (Sec 3G/23),7,8,4.9,25.3,1
CASE-1444,Thoothukudi Port Rail Spur Phase 3 (Sec 2),34,0,80.1,Notification (Sec 3A/11),0,2,0.0,1.0,0
CASE-1445,Thoothukudi Port Rail Spur Phase 1 (Sec 5),108,0,15.7,Possession (Sec 3E/38),12,6,0.0,32.0,0
CASE-1446,Salem Bypass Extension Phase 2 (Sec 7),60,2,30.0,Declaration (Sec 3D/19),2,1,0.6,14.9,1
CASE-1447,Hosur IT Expressway Phase 3 (Sec 4),135,6,20.9,Possession (Sec 3E/38),5,2,3.6,36.5,1
CASE-1448,Vellore Urban Peripheral Phase 3 (Sec 7),33,0,31.4,Compensation Disbursement,1,3,0.0,22.3,0
CASE-1449,Salem Bypass Extension Phase 3 (Sec 6),16,0,70.8,Possession (Sec 3E/38),0,2,11.2,47.7,1
CASE-1450,Vellore Urban Peripheral Phase 1 (Sec 6),149,2,80.1,SIA & Objection (Sec 3C/15),15,18,0.8,9.3,0
CASE-1451,Coimbatore Ring Road Sec Phase 1 (Sec 7),114,3,55.2,Award Inquiry (Sec 3G/23),5,10,0.8,21.5,1
CASE-1452,Thoothukudi Port Rail Spur Phase 1 (Sec 6),61,0,13.6,Possession (Sec 3E/38),5,4,6.7,41.7,1
CASE-1453,Coimbatore Ring Road Sec Phase 2 (Sec 6),63,1,78.1,Notification (Sec 3A/11),1,0,0.0,1.0,0
CASE-1454,Madurai Logistics Park Phase 1 (Sec 1),15,1,92.6,SIA & Objection (Sec 3C/15),1,2,3.6,14.3,1
CASE-1455,Tiruchirappalli Freight Link Phase 3 (Sec 3),69,1,60.2,Award Inquiry (Sec 3G/23),0,8,1.2,22.4,1
CASE-1456,SIPCOT Industrial Corridor Phase 3 (Sec 2),28,0,56.5,Declaration (Sec 3D/19),1,3,11.2,29.3,1
CASE-1457,Tiruchirappalli Freight Link Phase 3 (Sec 5),34,0,82.6,Notification (Sec 3A/11),2,0,3.4,8.1,0
CASE-1458,Thoothukudi Port Rail Spur Phase 1 (Sec 5),85,4,12.5,Compensation Disbursement,0,10,2.3,29.8,1
CASE-1459,Salem Bypass Extension Phase 2 (Sec 4),48,0,86.4,Notification (Sec 3A/11),0,2,0.5,3.8,0
CASE-1460,Thoothukudi Port Rail Spur Phase 3 (Sec 7),139,6,56.4,Award Inquiry (Sec 3G/23),8,4,4.2,26.5,1
CASE-1461,SIPCOT Industrial Corridor Phase 1 (Sec 5),105,4,39.3,Award Inquiry (Sec 3G/23),4,6,6.1,31.0,1
CASE-1462,Madurai Logistics Park Phase 1 (Sec 3),79,1,69.8,Declaration (Sec 3D/19),7,7,3.7,18.0,0
CASE-1463,Salem Bypass Extension Phase 2 (Sec 2),24,2,89.0,SIA & Objection (Sec 3C/15),5,0,0.6,9.0,0
CASE-1464,Coimbatore Ring Road Sec Phase 3 (Sec 4),73,1,87.3,SIA & Objection (Sec 3C/15),0,5,0.0,7.3,0
CASE-1465,Tiruchirappalli Freight Link Phase 1 (Sec 7),40,1,73.9,SIA & Objection (Sec 3C/15),3,3,1.2,10.1,0
CASE-1466,Hosur IT Expressway Phase 2 (Sec 4),41,2,84.6,Notification (Sec 3A/11),1,4,0.0,1.0,0
CASE-1467,Thoothukudi Port Rail Spur Phase 2 (Sec 4),57,0,18.7,Compensation Disbursement,1,3,0.0,25.7,0
CASE-1468,Thoothukudi Port Rail Spur Phase 3 (Sec 2),133,4,74.8,Notification (Sec 3A/11),3,3,7.0,15.7,1
CASE-1469,Tirunelveli Solar Park Access Phase 1 (Sec 4),125,2,60.6,Compensation Disbursement,25,11,3.6,32.6,1
CASE-1470,Coimbatore Ring Road Sec Phase 2 (Sec 5),49,3,98.2,SIA & Objection (Sec 3C/15),1,1,17.1,33.3,1
CASE-1471,Hosur IT Expressway Phase 1 (Sec 4),146,4,71.1,Declaration (Sec 3D/19),5,13,3.6,18.9,0
CASE-1472,Madurai Logistics Park Phase 1 (Sec 7),34,0,18.6,Compensation Disbursement,0,3,1.2,28.0,0
CASE-1473,SIPCOT Industrial Corridor Phase 3 (Sec 5),48,0,59.8,Declaration (Sec 3D/19),1,3,3.9,18.5,0
CASE-1474,SIPCOT Industrial Corridor Phase 3 (Sec 2),98,4,59.6,Award Inquiry (Sec 3G/23),2,2,2.7,23.0,1
CASE-1475,Tirunelveli Solar Park Access Phase 3 (Sec 2),37,1,32.8,Award Inquiry (Sec 3G/23),0,3,1.9,22.2,0
CASE-1476,Salem Bypass Extension Phase 1 (Sec 2),64,1,74.3,SIA & Objection (Sec 3C/15),4,9,0.4,8.7,0
CASE-1477,SIPCOT Industrial Corridor Phase 1 (Sec 3),24,1,77.4,SIA & Objection (Sec 3C/15),1,0,0.0,8.0,0
CASE-1478,Madurai Logistics Park Phase 2 (Sec 2),27,0,44.7,Declaration (Sec 3D/19),1,2,0.0,11.7,0
CASE-1479,Erode Agri-Logistics Zone Phase 1 (Sec 1),73,1,64.4,Possession (Sec 3E/38),8,5,0.0,31.8,1
CASE-1480,Coimbatore Ring Road Sec Phase 1 (Sec 3),43,1,91.1,Notification (Sec 3A/11),0,2,0.0,2.6,0
CASE-1481,Tiruchirappalli Freight Link Phase 2 (Sec 5),39,2,71.2,SIA & Objection (Sec 3C/15),4,8,0.2,8.3,0
CASE-1482,Thoothukudi Port Rail Spur Phase 1 (Sec 4),84,1,95.2,SIA & Objection (Sec 3C/15),1,15,0.0,2.3,0
CASE-1483,SIPCOT Industrial Corridor Phase 3 (Sec 4),23,0,80.5,Declaration (Sec 3D/19),0,0,0.0,13.6,0
CASE-1484,Tiruchirappalli Freight Link Phase 2 (Sec 7),165,3,43.7,Award Inquiry (Sec 3G/23),2,11,13.8,35.2,1
CASE-1485,Tirunelveli Solar Park Access Phase 2 (Sec 2),68,2,78.1,Award Inquiry (Sec 3G/23),4,2,0.0,15.4,1
CASE-1486,Tiruchirappalli Freight Link Phase 1 (Sec 7),73,2,54.0,Compensation Disbursement,1,9,0.0,22.7,1
CASE-1487,SIPCOT Industrial Corridor Phase 1 (Sec 1),29,0,79.0,SIA & Objection (Sec 3C/15),2,0,0.0,5.7,0
CASE-1488,Salem Bypass Extension Phase 3 (Sec 4),21,0,70.5,Declaration (Sec 3D/19),0,1,4.6,19.1,0
CASE-1489,Coimbatore Ring Road Sec Phase 1 (Sec 6),88,3,99.3,SIA & Objection (Sec 3C/15),14,12,0.6,8.9,1
CASE-1490,Thoothukudi Port Rail Spur Phase 2 (Sec 3),126,1,78.4,Notification (Sec 3A/11),10,11,2.7,6.6,0
CASE-1491,Erode Agri-Logistics Zone Phase 3 (Sec 2),53,1,81.1,Award Inquiry (Sec 3G/23),2,7,4.2,28.2,1
CASE-1492,Erode Agri-Logistics Zone Phase 1 (Sec 7),102,1,84.7,Declaration (Sec 3D/19),18,6,2.6,18.9,0
CASE-1493,Madurai Logistics Park Phase 3 (Sec 4),144,0,15.2,Compensation Disbursement,16,3,0.0,24.9,0
CASE-1494,Madurai Logistics Park Phase 3 (Sec 3),20,0,58.3,Declaration (Sec 3D/19),1,0,0.1,14.2,0
CASE-1495,Madurai Logistics Park Phase 2 (Sec 5),181,3,93.8,Notification (Sec 3A/11),2,4,2.0,5.7,1
CASE-1496,Vellore Urban Peripheral Phase 3 (Sec 4),146,3,89.1,Notification (Sec 3A/11),4,11,7.1,13.4,1
CASE-1497,Tirunelveli Solar Park Access Phase 1 (Sec 5),32,1,71.6,Notification (Sec 3A/11),4,0,5.3,10.7,1
CASE-1498,Vellore Urban Peripheral Phase 2 (Sec 6),87,2,55.1,Declaration (Sec 3D/19),6,13,6.0,20.4,1
CASE-1499,Vellore Urban Peripheral Phase 2 (Sec 7),24,0,4.1,Compensation Disbursement,3,2,5.0,33.1,0
CASE-1500,Madurai Logistics Park Phase 1 (Sec 6),73,0,65.9,Declaration (Sec 3D/19),5,5,2.8,17.1,0
